SlideName	ScanName	ROILabel	SegmentLabel	SegmentDisplayName	Sample_ID	AOISurfaceArea	AOINucleiCount	ROICoordinateX	ROICoordinateY	RawReads	TrimmedReads	StitchedReads	AlignedReads	DeduplicatedReads	SequencingSaturation	UMIQ30	RTSQ30	disease_status	pathology	region	LOQ	NormalizationFactor	RoiReportX	RoiReportY
normal2B	normal2B_scan	12	PanCK	normal2B_scan | 012 | PanCK	DSP-1002510007866-C-E08	12457.96963	106	22111	-37286	3545771	3517781	3491219	3293852	288967	91.85037612	0.9947	0.994	normal		tubule	15.98905042	1.077313092	3810	-8309
normal2B	normal2B_scan	12	neg	normal2B_scan | 012 | neg	DSP-1002510007866-C-E09	160617.8464	407	22111	-37286	14855875	14718523	14597707	13697547	1326044	91.07394213	0.9941	0.9934	normal		tubule	55.70623825	0.257268798	3810	-8309
normal2B	normal2B_scan	13	Geometric Segment	normal2B_scan | 013 | Geometric Segment	DSP-1002510007866-C-E10	24103.1328	151	17830	-38633	2804345	2778674	2756849	2616437	262113	90.65332546	0.9941	0.9934	normal	healthy	glomerulus	15.90703759	1.149133965	2738	-8674
normal2B	normal2B_scan	14	Geometric Segment	normal2B_scan | 014 | Geometric Segment	DSP-1002510007866-C-E11	25156.07209	161	17247	-37458	2838814	2809797	2785454	2640611	272691	90.39419279	0.9935	0.9925	normal	healthy	glomerulus	16.60398593	1.149133965	2595	-8382
normal2B	normal2B_scan	15	Geometric Segment	normal2B_scan | 015 | Geometric Segment	DSP-1002510007866-C-E12	22744.19203	118	12667	-34559	2241328	2222638	2206521	2095034	221098	90.13540187	0.9944	0.9936	normal	healthy	glomerulus	16.29056433	1.325923805	1445	-7659
normal2B	normal2B_scan	16	Geometric Segment	normal2B_scan | 016 | Geometric Segment	DSP-1002510007866-C-F01	25428.33987	138	11172	-23184	2678229	2658388	2636426	2504264	289060	89.2070469	0.995	0.9943	normal	healthy	glomerulus	18.42361639	1.013941733	1075	-4813
normal2B	normal2B_scan	17	Geometric Segment	normal2B_scan | 017 | Geometric Segment	DSP-1002510007866-C-F02	23616.15238	146	12276	-25181	1977220	1956093	1934406	1837344	298154	84.92054501	0.9939	0.993	normal	healthy	glomerulus	16.55902737	1.013941733	1345	-5309
normal2B	normal2B_scan	18	Geometric Segment	normal2B_scan | 018 | Geometric Segment	DSP-1002510007866-C-F03	19466.74664	137	14514	-23443	2262136	2242686	2224133	2111241	287122	87.30748284	0.9941	0.9931	normal	healthy	glomerulus	16.57550464	1.013941733	1909	-4873
normal2B	normal2B_scan	19	Geometric Segment	normal2B_scan | 019 | Geometric Segment	DSP-1002510007866-C-F04	26071.99817	139	15427	-32237	2375030	2355176	2336035	2216206	270733	88.60085978	0.9944	0.9936	normal	abnormal	glomerulus	16.77373197	1.077313092	2139	-7075
normal2B	normal2B_scan	20	Geometric Segment	normal2B_scan | 020 | Geometric Segment	DSP-1002510007866-C-F05	17504.11641	89	15142	-31899	1909449	1895120	1880011	1784443	212292	88.88202827	0.9948	0.9941	normal	abnormal	glomerulus	15.30570628	1.436417456	2066	-6987
normal2B	normal2B_scan	21	Geometric Segment	normal2B_scan | 021 | Geometric Segment	DSP-1002510007866-C-F06	14347.53681	76	8770	-32088	950470	942776	934941	878966	109779	88.45002999	0.9948	0.994	normal	abnormal	glomerulus	7.265050152	2.462429924	471	-7039
normal2B	normal2B_scan	22	Geometric Segment	normal2B_scan | 022 | Geometric Segment	DSP-1002510007866-C-F07	18453.1367	129	34863	-29996	1549854	1536158	1522357	1450252	173720	88.79120227	0.9943	0.9935	normal	abnormal	glomerulus	9.370030177	1.723700947	6997	-6511
disease1B	disease1B_scan	7	PanCK	disease1B_scan | 007 | PanCK	DSP-1002510007866-C-G10	11510.38822	115	25787	-14977	1782322	1760182	1744060	1654688	244362	86.28968278	0.9927	0.9915	DKD		tubule	18.44205208	1.149133965	4722	-2532
disease1B	disease1B_scan	7	neg	disease1B_scan | 007 | neg	DSP-1002510007866-C-G11	61035.46588	289	25787	-14977	3719310	3688956	3661644	3465160	429815	88.44368982	0.9946	0.9939	DKD		tubule	28.13038374	0.718208728	4722	-2532
disease1B	disease1B_scan	8	PanCK	disease1B_scan | 008 | PanCK	DSP-1002510007866-C-G12	10672.48133	114	30152	-19493	1399943	1390196	1381126	1309805	149057	89.35263793	0.9949	0.9943	DKD		tubule	12.95533812	1.915223274	5816	-3672
disease1B	disease1B_scan	8	neg	disease1B_scan | 008 | neg	DSP-1002510007866-C-H01	70102.79835	239	30152	-19493	2199371	2180883	2164892	2046677	317985	85.54200269	0.9945	0.9937	DKD		tubule	23.86157637	0.957611637	5816	-3672
disease1B	disease1B_scan	9	PanCK	disease1B_scan | 009 | PanCK	DSP-1002510007866-C-H03	15331.40993	131	32555	-16590	2423110	2401429	2380042	2267219	286785	88.16459013	0.9944	0.9937	DKD		tubule	21.11873693	1.013941733	6413	-2920
disease1B	disease1B_scan	9	neg	disease1B_scan | 009 | neg	DSP-1002510007866-C-H04	120199.5904	384	32555	-16590	6100956	6049591	6004143	5720127	793748	86.98977668	0.9942	0.9934	DKD		tubule	49.13631135	0.391750215	6413	-2920
disease1B	disease1B_scan	10	PanCK	disease1B_scan | 010 | PanCK	DSP-1002510007866-C-H05	24825.60967	225	11177	-11306	2214794	2194358	2174069	2062259	328886	85.15049255	0.9943	0.9936	DKD		tubule	19.92674456	0.907211025	1070	-1589
disease1B	disease1B_scan	10	neg	disease1B_scan | 010 | neg	DSP-1002510007866-C-H06	184639.4427	691	11177	-11306	8206493	8143059	8081167	7668916	998898	87.82795525	0.9946	0.9938	DKD		tubule	59.13030565	0.313400172	1070	-1589
disease1B	disease1B_scan	11	PanCK	disease1B_scan | 011 | PanCK	DSP-1002510007866-C-H07	8595.700078	49	8993	-8961	867708	859778	851724	757388	116260	86.60148345	0.9945	0.9938	DKD		tubule	9.976208618	2.462429924	522	-1023
disease1B	disease1B_scan	11	neg	disease1B_scan | 011 | neg	DSP-1002510007866-C-H08	67263.41151	346	8993	-8961	2971988	2947626	2925080	2778654	408220	86.26441291	0.9945	0.9937	DKD		tubule	23.52726638	0.749435194	522	-1023
disease1B	disease1B_scan	12	PanCK	disease1B_scan | 012 | PanCK	DSP-1002510007866-C-H09	9549.196875	102	22604	-12038	1282197	1269935	1261273	1183116	162846	87.29945554	0.9937	0.9929	DKD		tubule	15.1242666	1.723700947	3924	-1797
disease1B	disease1B_scan	12	neg	disease1B_scan | 012 | neg	DSP-1002510007866-C-H10	67032.55145	232	22604	-12038	4309664	4276408	4244726	3978209	498008	88.44438917	0.9949	0.9942	DKD		tubule	36.67058854	0.594379637	3924	-1797
disease1B	disease1B_scan	13	Geometric Segment	disease1B_scan | 013 | Geometric Segment	DSP-1002510007866-C-H11	17039.35867	127	32260	-31748	705518	699311	693525	660348	80775	88.55096539	0.9942	0.9935	DKD	healthy	glomerulus	6.420255968	2.872834911	6345	-6718
disease1B	disease1B_scan	14	Geometric Segment	disease1B_scan | 014 | Geometric Segment	DSP-1002510007866-C-H12	21155.0307	147	38016	-30572	1393969	1383682	1374831	1310359	113289	91.87291826	0.9945	0.9939	DKD	healthy	glomerulus	9.788140646	2.462429924	7786	-6424
